"공간정보관리번호","X 좌표 최소값","Y 좌표 최소값","X 좌표 최대값","Y 좌표 최대값","제설함번호","관리기관명","위치상세정보","비고"
"636","196304.2","548288.1","196304.2","548288.1","기동반-37","용산구","원효로41길 3 (원효로3가정류장앞)","원효로"
"637","195930.3","548015.2","195930.3","548015.2","기동반-38","용산구","원효로 86","원효로"
"638","195477.2","548324.4","195477.2","548324.4","기동반-39","용산구","원효로 40 (강변삼성정류장)","원효로"
"639","195713.7","548134.3","195713.7","548134.3","기동반-40","용산구","원효로 68","원효로"
"640","195684.6","548511.3","195684.6","548511.3","기동반-41","용산구","효창원로13길 38 (원효초등학교정문앞)","효창원로"
"641","196823.7","548115.3","196823.7","548115.3","기동반-42","용산구","새창로 신용산지하차도 입구","새창로"
"642","199254.9","546554.8","199254.9","546554.8","기동반-43","용산구","서빙고로 서빙고지하차도입구","서빙고로"
"643","198488.1","546511.3","198488.1","546511.3","기동반-44","용산구","이촌로 319 (이촌지하차도)","이촌로"
"644","197506.9","546801.3","197506.9","546801.3","기동반-45","용산구","이촌로 219","이촌로"
"645","196435.3","547119.8","196435.3","547119.8","기동반-46","용산구","이촌로 104 (강변아파트버스정류장)","이촌로"
"646","196749.0","550272.4","196749.0","550272.4","기동반-47","용산구","만리재로 144","만리재로"
"647","196844.8","549522.4","196844.8","549522.4","기동반-48","용산구","청파로 47길 100 (숙명여대정문정류장)","청파로"
"648","197498.7","549545.8","197498.7","549545.8","기동반-49","용산구","갈월지하차도 숙대입구역10번출구앞","한강대로"
"649","197582.0","549145.5","197582.0","549145.5","기동반-50","용산구","한강대로 259","한강대로"
"650","197276.5","547858.3","197276.5","547858.3","기동반-51","용산구","한강대로 118","한강대로"
"651","196651.9","547004.4","196651.9","547004.4","기동반-52","용산구","한강대로 한강대교북단 교통섬","한강대로"
"652","197434.9","549121.1","197434.9","549121.1","기동반-53","용산구","남영역 입구 남영역1번출구앞","한강대로"
"653","200259.1","549100.0","200259.1","549100.0","기동반-54","용산구","북한남삼거리 육 교","한남대로"
"654","200284.0","549141.3","200284.0","549141.3","기동반-55","용산구","북한남삼거리 육 교","한남대로"
"655","200365.4","548761.1","200365.4","548761.1","기동반-56","용산구","한남초등학교 육 교","한남대로"
"656","200399.8","548770.4","200399.8","548770.4","기동반-57","용산구","한남초등학교 육 교","한남대로"
"657","200527.7","548426.2","200527.7","548426.2","기동반-58","용산구","단대앞 육 교","한남대로"
"658","200558.9","548445.0","200558.9","548445.0","기동반-59","용산구","단대앞 육 교","한남대로"
"659","199011.3","549327.7","199011.3","549327.7","기동반-60","용산구","2호터널 앞 육 교","녹사평대로"
"660","199028.3","549314.2","199028.3","549314.2","기동반-61","용산구","2호터널 앞 육 교","녹사평대로"
"661","198861.2","548905.8","198861.2","548905.8","기동반-62","용산구","3호터널 앞 육 교","녹사평대로"
"662","198883.2","548899.5","198883.2","548899.5","기동반-63","용산구","3호터널 앞 육 교","녹사평대로"
"663","198837.9","548372.8","198837.9","548372.8","기동반-64","용산구","녹사평역 앞 육 교","녹사평대로"
"664","198874.1","548388.8","198874.1","548388.8","기동반-65","용산구","녹사평역 앞 육 교","녹사평대로"
"665","199193.8","547874.8","199193.8","547874.8","기동반-66","용산구","크라운 호텔 앞 육 교","녹사평대로"
"666","199212.1","547885.3","199212.1","547885.3","기동반-67","용산구","크라운 호텔 앞 육 교","녹사평대로"
"667","199308.1","547279.7","199308.1","547279.7","기동반-68","용산구","한강중학교 육 교","녹사평대로"
"668","199333.2","547294.1","199333.2","547294.1","기동반-69","용산구","한강중학교 육 교","녹사평대로"
"669","199445.9","546756.3","199445.9","546756.3","기동반-70","용산구","잠수교 북단 육 교","녹사평대로"
"670","199490.0","546762.7","199490.0","546762.7","기동반-71","용산구","잠수교 북단 육 교","녹사평대로"
"671","199196.6","547151.0","199196.6","547151.0","기동반-72","용산구","비비안 앞 육 교","녹사평대로"
"672","199209.2","547147.0","199209.2","547147.0","기동반-73","용산구","비비안 앞 육 교","녹사평대로"
"673","198510.5","546718.7","198510.5","546718.7","기동반-74","용산구","용산가족공원 앞 육 교","서빙고로"
"674","198507.6","546683.1","198507.6","546683.1","기동반-75","용산구","용산가족공원 앞 육 교","서빙고로"
"675","195668.2","547948.8","195668.2","547948.8","기동반-76","용산구","현대서비스센터 육 교","원효로"
"676","195804.3","547791.9","195804.3","547791.9","기동반-77","용산구","현대서비스센터 육 교","원효로"
"677","195841.6","547821.5","195841.6","547821.5","기동반-78","용산구","중산아파트 육 교","이촌로"
"678","195823.1","547807.3","195823.1","547807.3","기동반-79","용산구","중산아파트 육 교","이촌로"
"679","197532.9","550122.7","197532.9","550122.7","기동반-80","용산구","갈월동(상행) 버스전용차선","한강대로"
"680","197523.1","550055.8","197523.1","550055.8","기동반-81","용산구","갈월동(하행) 버스전용차선","한강대로"
"681","197576.3","549296.4","197576.3","549296.4","기동반-82","용산구","숙대입구(상행) 버스전용차선","한강대로"
"682","197551.1","549379.2","197551.1","549379.2","기동반-83","용산구","숙대입구(하행) 버스전용차선","한강대로"
"683","197678.9","548415.9","197678.9","548415.9","기동반-84","용산구","삼각지역(상행) 버스전용차선","한강대로"
"684","197716.2","548502.9","197716.2","548502.9","기동반-85","용산구","삼각지역(하행) 버스전용차선","한강대로"
"685","197357.7","547995.2","197357.7","547995.2","기동반-86","용산구","KT용산지사(상행) 버스전용차선","한강대로"
"686","197410.4","548076.7","197410.4","548076.7","기동반-87","용산구","KT용산지사(하행) 버스전용차선","한강대로"
"687","197005.6","547531.2","197005.6","547531.2","기동반-88","용산구","신용산역(상행) 버스전용차선","한강대로"
"688","197053.7","547604.5","197053.7","547604.5","기동반-89","용산구","신용산역(하행) 버스전용차선","한강대로"
"689","196708.3","547136.5","196708.3","547136.5","기동반-90","용산구","한강대교북단(상행) 버스전용차선","한강대로"
"690","196740.7","547191.4","196740.7","547191.4","기동반-91","용산구","한강대교북단(하행) 버스전용차선","한강대로"
"691","202285.4","551000.3","202285.4","551000.3","성동1-001","성동구","난계로 84","난계로"
"692","202119.5","551119.8","202119.5","551119.8","성동1-002","성동구","난계로 84","난계로"
"693","202437.3","551517.6","202437.3","551517.6","성동1-003","성동구","왕십리로31길 21","왕십리로31길"
"694","202775.4","551538.0","202775.4","551538.0","성동1-004","성동구","왕십리로 345","왕십리로"
"695","202679.6","551590.2","202679.6","551590.2","성동1-005","성동구","왕십리로 357","왕십리로"
"696","202589.2","551641.8","202589.2","551641.8","성동1-006","성동구","왕십리로 367","왕십리로"
"697","202240.2","551097.3","202240.2","551097.3","성동1-007","성동구","난계로 100","난계로"
"698","203207.5","551819.8","203207.5","551819.8","성동1-008","성동구","고산자로 293","고산자로"
"699","203044.6","551618.8","203044.6","551618.8","성동1-009","성동구","무학로6길 50","무학로6길"
"700","203185.6","551556.9","203185.6","551556.9","성동1-010","성동구","고산자로 265","고산자로"
"701","203152.0","551406.9","203152.0","551406.9","성동1-011","성동구","고산자로 249","고산자로"
"702","203114.7","551348.7","203114.7","551348.7","성동1-012","성동구","왕십리로 314","왕십리로"
"703","202969.1","551460.5","202969.1","551460.5","성동1-013","성동구","왕십리로 328-1","왕십리로"
"704","202881.8","551516.0","202881.8","551516.0","성동1-014","성동구","왕십리로 340","왕십리로"
"705","202675.3","551684.3","202675.3","551684.3","성동1-015","성동구","무학로 8","무학로"
"706","202428.8","551720.7","202428.8","551720.7","성동1-016","성동구","왕십리로 390","왕십리로"
"707","202678.0","551768.0","202678.0","551768.0","성동1-017","성동구","무학로 16","무학로"
"708","202949.1","551891.7","202949.1","551891.7","성동1-018","성동구","마장로 211","마장로"
"709","202687.1","551932.7","202687.1","551932.7","성동1-019","성동구","마장로 185","마장로"
"710","202090.4","552031.0","202090.4","552031.0","성동1-020","성동구","마장로 125","마장로"
"711","202695.3","552205.6","202695.3","552205.6","성동1-021","성동구","청계천로 484","청계천로"
"712","202854.5","552249.3","202854.5","552249.3","성동1-022","성동구","청계천로 494","청계천로"
"713","202114.0","551754.4","202114.0","551754.4","성동1-023","성동구","왕십리로 416","왕십리로"
"714","202087.7","552402.1","202087.7","552402.1","성동1-024","성동구","청계천로 422","청계천로"
"715","202604.3","552246.5","202604.3","552246.5","성동1-025","성동구","청계천로 474","청계천로"
"716","202960.9","552318.8","202960.9","552318.8","성동1-026","성동구","청계천로 506","청계천로"
"717","203199.6","552466.0","203199.6","552466.0","성동1-027","성동구","청계천로 540","청계천로"
"718","203323.5","552456.9","203323.5","552456.9","성동1-028","성동구","청계천로10가길 102","청계천로10가길"
"719","202970.9","552105.9","202970.9","552105.9","성동1-029","성동구","무학로14길 33","무학로14길"
"720","203269.1","552106.8","203269.1","552106.8","성동1-030","성동구","고산자로 323","고산자로"
"721","203482.3","552143.8","203482.3","552143.8","성동1-031","성동구","마장로35길 34","마장로35길"
"722","203774.1","552334.5","203774.1","552334.5","성동1-032","성동구","살곶이길 76","살곶이길"
"723","203354.5","551834.9","203354.5","551834.9","성동1-033","성동구","마장로 255","마장로"
"724","203428.7","551579.1","203428.7","551579.1","성동1-034","성동구","마조로15길 26","마조로15길"
"725","203688.8","551788.1","203688.8","551788.1","성동1-035","성동구","마장로 285","마장로"
"726","204255.0","551409.2","204255.0","551409.2","성동1-036","성동구","사근동11길 16","사근동11길"
"727","204344.9","551435.1","204344.9","551435.1","성동1-037","성동구","사근동길 65","사근동길"
"728","204339.2","551349.3","204339.2","551349.3","성동1-038","성동구","사근동길 65","사근동길"
"729","204007.2","551285.7","204007.2","551285.7","성동1-039","성동구","사근동길 39","사근동길"
"730","203692.1","551399.3","203692.1","551399.3","성동1-040","성동구","마조로 42","마조로"
"731","203580.8","550977.5","203580.8","550977.5","성동1-041","성동구","마조로1길 2","마조로1길"
"732","203889.2","550492.5","203889.2","550492.5","성동1-042","성동구","성동교 북단","성동교 북단"
"733","203420.1","550466.5","203420.1","550466.5","성동1-043","성동구","고산자로2길 35","고산자로2길"
"734","203172.9","550746.6","203172.9","550746.6","성동1-044","성동구","고산자로 164","고산자로"
"735","203027.9","550905.9","203027.9","550905.9","성동1-045","성동구","고산자로 194","고산자로"
"736","203029.7","550879.1","203029.7","550879.1","성동1-046","성동구","고산자로 194","고산자로"
"737","203249.7","551088.8","203249.7","551088.8","성동1-047","성동구","왕십리로 281","왕십리로"
"738","203126.4","551036.6","203126.4","551036.6","성동1-048","성동구","고산자로10길 13","고산자로10길"
"739","203092.4","550755.4","203092.4","550755.4","성동1-049","성동구","고산자로 164","고산자로"
"740","202999.0","550891.0","202999.0","550891.0","성동1-050","성동구","고산자로 197","고산자로"
"741","203414.6","551023.9","203414.6","551023.9","성동1-051","성동구","왕십리로 278-17","왕십리로"
"742","203087.6","551267.9","203087.6","551267.9","성동1-052","성동구","왕십리로 303","왕십리로"
"743","203188.4","551406.1","203188.4","551406.1","성동1-053","성동구","고산자로 270","고산자로"
"744","203233.5","551671.5","203233.5","551671.5","성동1-054","성동구","고산자로 270","고산자로"
"745","203285.0","551508.1","203285.0","551508.1","성동1-055","성동구","고산자로 270","고산자로"
"746","203274.0","551286.8","203274.0","551286.8","성동1-056","성동구","왕십리광장(북측)","왕십리광장(북측)"
"747","203260.2","551343.8","203260.2","551343.8","성동1-057","성동구","왕십리광장(남측)","왕십리광장(남측)"
"748","203423.7","551431.7","203423.7","551431.7","성동1-058","성동구","왕십리광장로 17","왕십리광장로"
"749","203453.5","550953.4","203453.5","550953.4","성동1-059","성동구","고산자로2길 스카이워크","고산자로2길"
"750","203453.6","550836.6","203453.6","550836.6","성동1-060","성동구","고산자로2길 105동 횡단보도","고산자로2길"
"751","203455.0","550537.6","203455.0","550537.6","성동1-061","성동구","고산자로2길 102동 주차장 앞","고산자로2길"
"752","203358.1","550989.5","203358.1","550989.5","성동1-062","성동구","왕십리로267","왕십리로267"
"753","202609.1","550886.8","202609.1","550886.8","성동1-063","성동구","행당로 95","행당로"
"754","202787.3","550533.2","202787.3","550533.2","성동1-064","성동구","고산자로  177","고산자로"
"755","202216.5","550689.3","202216.5","550689.3","성동1-065","성동구","행당로 79","행당로"
"756","202443.2","550783.8","202443.2","550783.8","성동1-066","성동구","행당로 79","행당로"
"757","203014.2","550660.1","203014.2","550660.1","성동1-067","성동구","독서당로 441","독서당로"
"758","203012.2","550580.0","203012.2","550580.0","성동1-068","성동구","독서당로 441","독서당로"
"759","202638.2","550392.5","202638.2","550392.5","성동1-069","성동구","독서당로59나길 39","독서당로59나길"
"760","202702.3","550349.6","202702.3","550349.6","성동1-070","성동구","독서당로59다길 23","독서당로59다길"
"761","202753.7","550370.3","202753.7","550370.3","성동1-071","성동구","독서당로59다길 12","독서당로59다길"
"762","202783.5","550325.9","202783.5","550325.9","성동1-072","성동구","독서당로59다길 3","독서당로59다길"
"763","202911.3","549940.8","202911.3","549940.8","성동1-073","성동구","독서당로62가길 33","독서당로62가길"
"764","202884.0","549896.5","202884.0","549896.5","성동1-074","성동구","독서당로62가길 45","독서당로62가길"
"765","202814.4","549903.8","202814.4","549903.8","성동1-075","성동구","독서당로62가길 56","독서당로62가길"
"766","202815.0","549856.9","202815.0","549856.9","성동1-076","성동구","독서당로62가길 66","독서당로62가길"
"767","202692.8","550020.8","202692.8","550020.8","성동1-077","성동구","독서당로 378","독서당로"
"768","202821.5","550022.5","202821.5","550022.5","성동1-078","성동구","독서당로62길 10","독서당로62길"
"769","203141.6","550226.0","203141.6","550226.0","성동1-079","성동구","고산자로 130","고산자로"
"770","202643.2","550057.3","202643.2","550057.3","성동1-080","성동구","독서당로 373","독서당로"
"771","202543.5","549989.5","202543.5","549989.5","성동1-081","성동구","독서당로 339","독서당로"
"772","203120.2","550306.1","203120.2","550306.1","성동1-082","성동구","고산자로 160","고산자로"
"773","202932.8","550145.8","202932.8","550145.8","성동1-083","성동구","독서당로62길 43","독서당로62길"
"774","203012.7","550292.0","203012.7","550292.0","성동1-084","성동구","독서당로62길 43","독서당로62길"
"775","201777.0","550739.4","201777.0","550739.4","성동1-085","성동구","금호로 172","금호로"
"776","201907.7","550585.0","201907.7","550585.0","성동1-086","성동구","행당로 15","행당로"
"777","202012.4","550698.9","202012.4","550698.9","성동1-087","성동구","행당로 35","행당로"
"778","202103.5","550810.9","202103.5","550810.9","성동1-088","성동구","행당로1길 16-55","행당로1길"
"779","202046.3","550912.1","202046.3","550912.1","성동1-089","성동구","난계로 61-46","난계로"
"780","202165.0","550462.7","202165.0","550462.7","성동1-090","성동구","난계로 19","난계로"
"781","202009.1","550420.5","202009.1","550420.5","성동1-091","성동구","금호로 140","금호로"
"782","202193.9","550334.8","202193.9","550334.8","성동1-092","성동구","교통섬","교통섬"
"783","202408.9","550545.9","202408.9","550545.9","성동1-093","성동구","독서당로63길 94","독서당로63길"
"784","202551.1","550352.5","202551.1","550352.5","성동1-094","성동구","독서당로58가길 24","독서당로58가길"
"785","202550.8","549971.6","202550.8","549971.6","성동1-095","성동구","교통섬","교통섬"
"786","202383.9","549844.2","202383.9","549844.2","성동1-096","성동구","독서당로 339","독서당로"
"787","202496.7","550018.4","202496.7","550018.4","성동1-097","성동구","독서당로55길","독서당로55길"
"788","202307.9","549987.1","202307.9","549987.1","성동1-098","성동구","금호로 66","금호로"
"789","202174.2","550426.2","202174.2","550426.2","성동1-099","성동구","난계로 13","난계로"
"790","202388.0","550077.8","202388.0","550077.8","성동1-100","성동구","독서당로55길 21","독서당로55길"
"791","201654.1","550801.8","201654.1","550801.8","성동1-101","성동구","매봉18길 125","매봉18길"
"792","201734.3","550815.2","201734.3","550815.2","성동1-102","성동구","매봉18길 135-12","매봉18길"
"793","201553.7","550602.1","201553.7","550602.1","성동1-103","성동구","새주소없음","새주소없음"
"794","201504.0","550482.1","201504.0","550482.1","성동1-104","성동구","금호산14가길 42","금호산14가길"
"795","201804.2","550520.6","201804.2","550520.6","성동1-105","성동구","금호로 147","금호로"
"796","201719.1","550299.8","201719.1","550299.8","성동1-106","성동구","금호산길 42","금호산길"
"797","201799.4","550079.1","201799.4","550079.1","성동1-107","성동구","금호산길 8","금호산길"
"798","201711.7","550247.1","201711.7","550247.1","성동1-108","성동구","금호산길 41","금호산길"
"799","201711.7","550218.2","201711.7","550218.2","성동1-109","성동구","금호산길 35","금호산길"
"800","201710.5","550150.5","201710.5","550150.5","성동1-110","성동구","금호산길 31","금호산길"
"801","201388.4","549949.0","201388.4","549949.0","성동1-111","성동구","동호로 100","동호로"
"802","201345.5","549893.7","201345.5","549893.7","성동1-112","성동구","동호로 103","동호로"
"803","201456.5","549890.9","201456.5","549890.9","성동1-113","성동구","장터2길 2","장터2길"
"804","202097.8","550306.2","202097.8","550306.2","성동1-114","성동구","금호로 117","금호로"
"805","201935.0","549738.9","201935.0","549738.9","성동1-115","성동구","독서당로46길  26","독서당로46길"
"806","201797.9","549684.5","201797.9","549684.5","성동1-116","성동구","독서당로46길   7","독서당로46길"
"807","201689.7","549675.9","201689.7","549675.9","성동1-117","성동구","독서당로  272","독서당로"
"808","201576.0","549599.9","201576.0","549599.9","성동1-118","성동구","독서당로  251","독서당로"
"809","201404.8","549767.4","201404.8","549767.4","성동1-119","성동구","매봉길 24","매봉길"
"810","201524.0","549759.5","201524.0","549759.5","성동1-120","성동구","동호로2길  7-1","동호로2길"
"811","201839.8","549818.8","201839.8","549818.8","성동1-121","성동구","독서당로  285","독서당로"
"812","202059.6","549653.8","202059.6","549653.8","성동1-122","성동구","금호로1길 27","금호로1길"
"813","201994.0","549766.2","201994.0","549766.2","성동1-123","성동구","독서당로46길 28","독서당로46길"
"814","202403.1","549823.3","202403.1","549823.3","성동1-124","성동구","독서당로  342","독서당로"
"815","202315.6","549818.5","202315.6","549818.5","성동1-125","성동구","독서당로  336","독서당로"
"816","201107.2","549988.2","201107.2","549988.2","성동1-126","성동구","매봉18길  1","매봉18길"
"817","201177.4","549657.1","201177.4","549657.1","성동1-127","성동구","독서당로 211","독서당로"
"818","201380.2","549579.2","201380.2","549579.2","성동1-128","성동구","매봉길 22 맞은편","매봉길"
"819","201377.2","549546.4","201377.2","549546.4","성동1-129","성동구","매봉길 12","매봉길"
"820","201438.9","549442.1","201438.9","549442.1","성동1-130","성동구","한림말5길 33-8","한림말5길"
"821","201524.6","549251.5","201524.6","549251.5","성동1-131","성동구","독서당로40길 27","독서당로40길"
"822","201365.9","549378.9","201365.9","549378.9","성동1-132","성동구","독서당로 216-1","독서당로"
"823","201336.7","549394.1","201336.7","549394.1","성동1-133","성동구","독서당로  223","독서당로"
"824","201458.6","549081.3","201458.6","549081.3","성동1-134","성동구","한림말길  48","한림말길"
"825","201295.7","549036.9","201295.7","549036.9","성동1-135","성동구","한림말길  33","한림말길"
"826","201078.7","549247.2","201078.7","549247.2","성동1-136","성동구","독서당로  187","독서당로"
"827","201065.6","549081.6","201065.6","549081.6","성동1-137","성동구","한림말길  11","한림말길"
"828","201180.2","549027.8","201180.2","549027.8","성동1-138","성동구","한림말길  20","한림말길"
"829","201020.3","548961.2","201020.3","548961.2","성동1-139","성동구","독서당로  166","독서당로"
"830","200976.2","549028.9","200976.2","549028.9","성동1-140","성동구","독서당로39길  43-1","독서당로39길"
"831","200965.2","549021.6","200965.2","549021.6","성동1-141","성동구","독서당로39길  43","독서당로39길"
"832","200900.8","549045.4","200900.8","549045.4","성동1-142","성동구","독서당로39길  37","독서당로39길"
"833","200848.5","549021.6","200848.5","549021.6","성동1-143","성동구","독서당로39길  34","독서당로39길"
"834","200919.0","548914.6","200919.0","548914.6","성동1-144","성동구","독서당로39길  22 맞은편","독서당로39길"
"835","201026.0","548850.2","201026.0","548850.2","성동1-145","성동구","독서당로  155","독서당로"
"836","203419.9","549308.5","203419.9","549308.5","성동1-146","성동구","지번없음 무지개터널 앞","지번없음"
"837","203632.1","549239.8","203632.1","549239.8","성동1-147","성동구","지번없음 무지개터널 앞","지번없음"
"838","203442.1","549860.7","203442.1","549860.7","성동1-148","성동구","서울숲길  18","서울숲길"
"839","203957.4","549866.4","203957.4","549866.4","성동1-149","성동구","아차산로 3","아차산로"
"840","203443.9","550018.8","203443.9","550018.8","성동1-150","성동구","광나루로  76","광나루로"
"841","203924.2","550196.3","203924.2","550196.3","성동1-151","성동구","광나루로  130","광나루로"
"842","203706.0","550176.8","203706.0","550176.8","성동1-152","성동구","왕십리로17길  13-3","왕십리로17길"
"843","203326.0","549888.7","203326.0","549888.7","성동1-153","성동구","서울숲길  18","서울숲길"
"844","203936.4","549675.8","203936.4","549675.8","성동1-154","성동구","왕십리로5길 3","왕십리로5길"
"845","203931.8","550058.0","203931.8","550058.0","성동1-155","성동구","왕십리로16가길 11","왕십리로16가길"
"846","204735.9","548874.9","204735.9","548874.9","성동1-156","성동구","뚝섬로 379","뚝섬로"
"847","204894.3","548981.0","204894.3","548981.0","성동1-157","성동구","성수이로 51","성수이로"
"848","204929.0","548623.5","204929.0","548623.5","성동1-158","성동구","성수이로 111","성덕정길"
"849","205924.9","549843.6","205924.9","549843.6","성동1-159","성동구","광나루로  334","광나루로"
"850","205134.5","549898.2","205134.5","549898.2","성동1-160","성동구","광나루로  254","광나루로"
"851","206055.9","550149.3","206055.9","550149.3","성동1-161","성동구","송정14길  19","송정14길"
"852","206254.8","550651.0","206254.8","550651.0","성동1-162","성동구","동일로  263","동일로"
"853","205155.4","549936.7","205155.4","549936.7","성동1-163","성동구","광나루로  255","광나루로"
"854","204861.1","550335.1","204861.1","550335.1","성동1-164","성동구","새주소없음","새주소없음"
"855","204921.9","550319.9","204921.9","550319.9","성동1-165","성동구","가람길  115","가람길"
"856","205087.9","550257.3","205087.9","550257.3","성동1-166","성동구","가람길  117","가람길"
"857","206058.6","550305.2","206058.6","550305.2","성동1-167","성동구","동일로  237","동일로"
"858","206172.7","550741.0","206172.7","550741.0","성동1-168","성동구","동일로55길 15","동일로55길"
"859","205552.0","549864.9","205552.0","549864.9","성동1-169","성동구","광나루로  297","광나루로"
"860","206447.6","551101.0","206447.6","551101.0","성동1-170","성동구","동일로59가길 36","동일로59가길"
"861","205981.1","550398.5","205981.1","550398.5","성동1-171","성동구","송정길 92","송정길"
"862","205927.0","549885.9","205927.0","549885.9","성동1-172","성동구","광나루로  337","광나루로"
"863","206027.9","550058.0","206027.9","550058.0","성동1-173","성동구","동일로 199","동일로"
"864","204225.1","552165.9","204225.1","552165.9","성동1-174","성동구","마장로 360","마장로"
"865","204513.9","551905.4","204513.9","551905.4","성동1-175","성동구","용답중앙3길 10","용답중앙3길"
"866","206136.0","551221.7","206136.0","551221.7","성동1-176","성동구","천호대로 454","천호대로"
"867","206013.5","550945.4","206013.5","550945.4","성동1-177","성동구","가람길  267","가람길"
"868","204965.6","551548.6","204965.6","551548.6","성동1-178","성동구","천호대로 342","천호대로"
"869","208513.7","549069.5","208513.7","549069.5","광진-1","광진구","광나루로 619","광나루로"
"870","208011.7","549485.2","208011.7","549485.2","광진-3","광진구","광나루로 553","광나루로"
"871","207530.5","549527.9","207530.5","549527.9","광진-4","광진구","자양로 197","자양로"
"874","208207.7","548639.8","208207.7","548639.8","광진-11","광진구","구의강변로 69","구의강변로"
"875","207891.7","548734.2","207891.7","548734.2","광진-12","광진구","아차산로 419","아차산로"
"876","206084.5","548425.7","206084.5","548425.7","광진-15","광진구","능동로 50","능동로"
"877","205431.5","548641.3","205431.5","548641.3","광진-16","광진구","동일로 50","동일로"
"878","206472.6","549497.2","206472.6","549497.2","광진-18","광진구","능동로 160","능동로"
"879","206881.1","550480.2","206881.1","550480.2","광진-20","광진구","능동로 268","능동로"
"880","205973.0","549851.2","205973.0","549851.2","광진-21","광진구","동일로 180","동일로"
"881","205995.0","549885.6","205995.0","549885.6","광진-22","광진구","광나루로 341","광나루로"
"882","206286.1","550548.1","206286.1","550548.1","광진-24","광진구","동일로 256","동일로"
"883","207087.4","552450.3","207087.4","552450.3","광진-25","광진구","동일로 462","동일로"
"884","207529.8","552383.3","207529.8","552383.3","광진-26","광진구","답십리로 404","답십리로"
"885","207598.6","552365.2","207598.6","552365.2","광진-27","광진구","용마산로 191","용마산로"
"886","207172.1","551159.2","207172.1","551159.2","광진-28","광진구","능동로 342-1","능동로"
"887","207294.8","551428.5","207294.8","551428.5","광진-29","광진구","능동로 372","능동로"
"888","207622.1","552195.7","207622.1","552195.7","광진-30","광진구","용마산로 174","용마산로"
"889","207826.2","551580.3","207826.2","551580.3","광진-31","광진구","용마산로22길 26","용마산로22길"
"890","208484.5","551402.5","208484.5","551402.5","광진-33","광진구","긴고랑로 211","긴고랑로"
"891","208309.9","551083.0","208309.9","551083.0","광진-34","광진구","긴고랑로 173","긴고랑로"
"892","207860.9","549474.6","207860.9","549474.6","광진-35","광진구","광나루로 536","광나루로"
"893","208908.1","549238.9","208908.1","549238.9","광진-36","광진구","아차산로 532","아차산로"
"894","209876.3","550411.5","209876.3","550411.5","광진-41","광진구","아차산로 710","아차산로"
"896","209889.4","550803.0","209889.4","550803.0","광진-42","광진구","아차산로 177","아차산로"
"897","208927.7","549664.3","208927.7","549664.3","광진-44","광진구","천호대로 788","천호대로"
"898","208662.2","549738.1","208662.2","549738.1","광진-50","광진구","숲나루공원진출로","천호대로"
"899","208205.1","549978.9","208205.1","549978.9","광진-51","광진구","천호대로137길 10","천호대로137길"
"900","207850.2","550453.0","207850.2","550453.0","광진-53","광진구","천호대로 643","천호대로"
"901","207930.2","550332.6","207930.2","550332.6","광진-52","광진구","천호대로 655","천호대로"
"902","206551.5","551120.7","206551.5","551120.7","광진-56","광진구","천호대로(군자지하보도입구)","천호대로"
"903","206510.7","551142.2","206510.7","551142.2","광진-57","광진구","천호대로(군자지하보도입구)","천호대로"
"904","206484.8","551088.2","206484.8","551088.2","광진-58","광진구","천호대로(군자지하보도입구)","천호대로"
"905","206531.0","551069.6","206531.0","551069.6","광진-59","광진구","천호대로(군자지하보도입구)","천호대로"
"906","207657.0","550515.0","207657.0","550515.0","광진-61","광진구","천호대로 622","천호대로"
"907","208157.6","549948.9","208157.6","549948.9","광진-62","광진구","천호대로 704","천호대로"
"910","209016.7","549567.6","209016.7","549567.6","광진-67","광진구","천호대로 796","천호대로"
"911","208441.1","549306.3","208441.1","549306.3","광진-68","광진구","아차산로 503-21","아차산로"
"912","208513.9","549316.6","208513.9","549316.6","광진-69","광진구","아차산로 503-21","아차산로"
"913","208738.7","549543.4","208738.7","549543.4","광진-71","광진구","광장로 11","광장로"
"914","208660.2","549559.6","208660.2","549559.6","광진-72","광진구","광장로 1","광장로"
"916","208918.5","550139.3","208918.5","550139.3","광진-75","광진구","영화사길 25","영화사길"
"917","208851.4","550255.3","208851.4","550255.3","광진-76","광진구","아차산어울림광장","영화사길"
"918","208806.6","550351.7","208806.6","550351.7","광진-77","광진구","아차산 입구","영화사길"
"920","208337.8","550567.3","208337.8","550567.3","광진-79","광진구","영화사로 75","영화사로"
"921","206303.6","555766.7","206303.6","555766.7","동대문구-01","동대문구","한천로 58길(104동 건너편) 107","한천로"
"922","206218.1","556150.2","206218.1","556150.2","동대문구-02","동대문구","한천로 58길(동부지하차도) 181","한천로"
"923","205963.8","556119.2","205963.8","556119.2","동대문구-03","동대문구","이문동 213-16 (동부지하차도) -","-"
"924","205919.8","556076.5","205919.8","556076.5","동대문구-04","동대문구","한천로 489","한천로"
"925","206185.0","556096.4","206185.0","556096.4","동대문구-05","동대문구","한천로 58길(이문차량기지 입구) 181","한천로"
"926","206108.1","555753.1","206108.1","555753.1","동대문구-06","동대문구","한천로 58길(이문체육센터 중간) 107","한천로"
"927","206000.3","555551.9","206000.3","555551.9","동대문구-07","동대문구","한천로 436","한천로"
"928","205986.0","555911.3","205986.0","555911.3","동대문구-08","동대문구","이문동 64-6 (공원앞) -","-"
"929","206034.0","554931.7","206034.0","554931.7","동대문구-09","동대문구","한천로 373","한천로"
