,num,x_min,y_min,x_max,y_max,제설함번호,lon,lat
233,234,199333.9,554518.2,199333.9,554518.2,혜화동-003,126.99245801610067,37.59022651090779
234,235,199313.8,554573.4,199313.8,554573.4,혜화동-004,126.99223038014003,37.59072384388376
235,236,199340.1,554601.0,199340.1,554601.0,혜화동-005,126.99252814164034,37.5909725369629
236,237,199355.3,554597.5,199355.3,554597.5,혜화동-006,126.9927002499578,37.59094101300495
237,238,199329.5,554458.2,199329.5,554458.2,혜화동-007,126.99240825157072,37.58968591229968
238,239,199370.0,554467.3,199370.0,554467.3,혜화동-008,126.99286680572814,37.58976793121027
239,240,199374.1,554507.7,199374.1,554507.7,혜화동-009,126.99291319358989,37.590131934919675
240,241,199419.5,554542.5,199419.5,554542.5,혜화동-010,126.99342721140559,37.590445509986814
241,242,199457.1,554509.8,199457.1,554509.8,혜화동-011,126.99385296664425,37.59015090844139
242,243,199455.1,554564.6,199455.1,554564.6,혜화동-012,126.99383028070964,37.59064465103609
243,244,199410.4,554586.8,199410.4,554586.8,혜화동-013,126.99332413979235,37.590844643772606
244,245,199520.1,554537.6,199520.1,554537.6,혜화동-014,126.99456627151375,37.590401419297194
245,246,199517.3,554574.7,199517.3,554574.7,혜화동-015,126.99453454371593,37.590735685964646
246,247,199552.2,554645.6,199552.2,554645.6,혜화동-016,126.9949296618121,37.59137450706584
247,248,199581.0,554591.3,199581.0,554591.3,혜화동-017,126.99525578875723,37.590885281868324
248,249,199626.0,554561.7,199626.0,554561.7,혜화동-018,126.99576532536032,37.590618607544734
249,250,199620.1,554485.4,199620.1,554485.4,혜화동-019,126.99569856123378,37.5899311479937
250,251,199621.3,554435.2,199621.3,554435.2,혜화동-020,126.99571217424759,37.58947885030273
251,252,199534.6,554423.9,199534.6,554423.9,혜화동-021,126.99473052182302,37.58937699841447
252,253,199460.0,554383.0,199460.0,554383.0,혜화동-022,126.99388589560675,37.589008451761295
253,254,199601.6,554389.2,199601.6,554389.2,혜화동-023,126.99548914627103,37.58906438545437
254,255,199535.3,554302.4,199535.3,554302.4,혜화동-024,126.99473852461234,37.588282292839544
255,256,199557.2,554272.8,199557.2,554272.8,혜화동-025,126.99498650099093,37.58801560981088
256,257,199624.9,554268.1,199624.9,554268.1,혜화동-026,126.99575302074562,37.58797329322382
257,258,199647.7,554191.0,199647.7,554191.0,혜화동-027,126.99601120531396,37.587278636842896
